PK,LOT,DATE CREATED,CLIENT,PROJECT,Date Sent,AVID,NOTES
PL2908,INTAKE LOT_210430,4/29/2021,Haus Internal,,6/2/2021,,
PL2909,INTAKE LOT_210504,5/3/2021,Haus Internal,,6/2/2021,,
PL2912,INTAKE LOT_210507,5/7/2021,Haus Internal,,6/2/2021,,
PL2913,INTAKE LOT_210510,5/10/2021,Haus Internal,,6/24/2021,,
PL2914,INTAKE LOT_210511,5/11/2021,Haus Internal,,7/1/2021,,
PL2917,INTAKE LOT_210517,5/13/2021,Haus Internal,,7/1/2021,,
PL2924,INTAKE LOT_210521,5/20/2021,Haus Internal,,7/21/2021,,
PL2925,INTAKE LOT_210524,5/21/2021,Haus Internal,,7/26/2021,,
PL2933,INTAKE LOT_210525,5/24/2021,Haus Internal,,,,
PL2934,INTAKE LOT_210526,5/24/2021,Haus Internal,,8/5/2021,,
PL3041,INTAKE LOT_210610,6/9/2021,Haus Internal,,8/5/2021,,
PL3054,INTAKE LOT_210705,7/2/2021,Haus Internal,,,,
PL3069,INTAKE LOT_210802,8/2/2021,Haus Internal,,9/10/2021,,
PL3070,INTAKE LOT_210805,8/4/2021,Haus Internal,,9/10/2021,,
PL3086,INTAKE LOT_210830,8/30/2021,Haus Internal,,9/10/2021,,
PL3093,INTAKE LOT_210902,9/1/2021,Haus Internal,,10/26/2021,,
PL3095,INTAKE LOT_210909,9/8/2021,Haus Internal,,10/26/2021,,
PL3096,INTAKE LOT_210910,9/9/2021,Haus Internal,,10/26/2021,,
PL3097,INTAKE LOT_210913,9/13/2021,Haus Internal,,10/26/2021,,
PL3100,INTAKE LOT_210924,9/23/2021,Haus Internal,,11/15/2021,,
PL3103,INTAKE LOT_211008,10/8/2021,Haus Internal,,11/15/2021,,
PL3120,INTAKE LOT_211021,10/22/2021,Haus Internal,,11/15/2021,,
PL3121,INTAKE LOT_211026,10/26/2021,Haus Internal,,11/15/2021,,
PL3122,INTAKE LOT_211028,10/28/2021,Haus Internal,,11/15/2021,,
PL3123,INTAKE LOT_211101,10/29/2021,Haus Internal,,,,
PL3126,INTAKE LOT_211126,11/24/2021,Haus Internal,,7/20/2022,,
PL3129,INTAKE LOT_211206,12/6/2021,Haus Internal,,7/21/2022,,
PL3187,INTAKE LOT_220126,1/26/2022,Haus Internal,,,,
PL3188,INTAKE LOT_220127,1/27/2022,Haus Internal,,7/14/2022,,
PL3189,INTAKE LOT_220131,1/28/2022,Haus Internal,,7/14/2022,,
PL3192,INTAKE LOT_220304,3/4/2022,Haus Internal,,7/14/2022,,
PL3191,INTAKE LOT_220304_PICKERS_1075,3/4/2022,Cineflix NY,American Pickers,4/12/2022,HBIN_2201,
PL3195,INTAKE LOT_220311_PICKERS_1076,3/11/2022,Cineflix NY,American Pickers,4/12/2022,HBIN_2202,
PL3196,INTAKE LOT_220316_PICKERS_1077,3/16/2022,Cineflix NY,American Pickers,4/13/2022,HBIN_2203,
PL3197,INTAKE LOT_220318_PICKERS_1078,3/17/2022,Cineflix NY,American Pickers,4/13/2022,HBIN_2204,
PL3198,INTAKE LOT_220324_PICKERS_1079,3/23/2022,Cineflix NY,American Pickers,4/14/2022,HBIN_2205,
PL3199,INTAKE LOT_220325_PICKERS_1080,3/24/2022,Cineflix NY,American Pickers,4/14/2022,HBIN_2206,
PL3200,INTAKE LOT_220329_PICKERS_1081,3/29/2022,Cineflix NY,American Pickers,6/22/2022,HBIN_2218,
PL3201,INTAKE LOT_220401,4/1/2022,Haus Internal,,,,
PL3205,INTAKE LOT_220411_PICKERS_1085,4/8/2022,Cineflix NY,American Pickers,7/1/2022,HBIN_2219,
PL3211,INTAKE LOT_220415,4/14/2022,Haus Internal,,,,
PL3212,INTAKE LOT_220422,4/21/2022,Haus Internal,,,,
PL3213,INTAKE LOT_220422_PICKERS_1087,4/22/2022,Cineflix NY,American Pickers,7/8/2022,HBIN_2221,
PL3220,INTAKE LOT_220510_PICKERS_1088,5/10/2022,Cineflix NY,American Pickers,8/11/2022,HBIN_2224,
PL3225,INTAKE LOT_220622_VPR10_1,6/22/2022,Evolution Media,Vanderpump Rules,9/26/2022,FEDEX,
PL3229,INTAKE LOT_220630_VPR10_2,7/5/2022,Evolution Media,Vanderpump Rules,9/26/2022,FEDEX,
PL3230,INTAKE LOT_220702_VPR10_3,7/7/2022,Evolution Media,Vanderpump Rules,9/26/2022,FEDEX,
PL3231,INTAKE LOT_220706_VPR10_4,7/8/2022,Evolution Media,Vanderpump Rules,9/26/2022,FEDEX,
PL3232,INTAKE LOT_220708_VPR10_5,7/15/2022,Evolution Media,Vanderpump Rules,9/26/2022,FEDEX,
PL3233,INTAKE LOT_220712_VPR10_6,7/18/2022,Evolution Media,Vanderpump Rules,9/26/2022,FEDEX,
PL3234,INTAKE LOT_220715_VPR10_7,7/21/2022,Evolution Media,Vanderpump Rules,9/26/2022,FEDEX,
PL3235,INTAKE LOT_220719_VPR10_8,7/22/2022,Evolution Media,Vanderpump Rules,9/26/2022,FEDEX,
PL3236,INTAKE LOT_220722_VPR10_9,7/26/2022,Evolution Media,Vanderpump Rules,9/26/2022,FEDEX,
PL3239,INTAKE LOT_220726_ATLHOMICIDE_1,7/27/2022,Jupiter Entertainment,ATL Homicide,8/4/2022,HBIN_2222,
PL3237,INTAKE LOT_220726_VPR10_10,7/26/2022,Evolution Media,Vanderpump Rules,9/26/2022,FEDEX,
PL3243,INTAKE LOT_220729,7/29/2022,Haus Internal,,,,
PL3244,INTAKE LOT_220802_ATL_2,8/3/2022,Jupiter Entertainment,Homicide ATL,8/11/2022,HBIN_2225,
PL3245,INTAKE LOT_220804_PICKERS_1101,8/4/2022,Cineflix NY,American Pickers,10/28/2022,HBIN_2239,
PL3253,INTAKE LOT_220811_ATL_3,8/11/2022,Jupiter Entertainment,ATL Homicide,8/18/2022,HBIN_2226,
PL3255,INTAKE LOT_220812_VPR10_11,8/12/2022,Evolution Media,Vanderpump Rules,9/26/2022,FEDEX,
PL3256,INTAKE LOT_220817_ATL_4,8/17/2022,Jupiter Entertainment,ATL Homicide,8/22/2022,HBIN_2230,
PL3305,INTAKE LOT_220822_PICKERS_1104,11/14/2022,Cineflix NY,American Pickers,12.14.2022,HBIN_2261,
PL3257,INTAKE LOT_220824_VPR10_12,8/24/2022,Evolution Media,Vanderpump Rules,9/26/2022,FEDEX,
PL3258,INTAKE LOT_220825_VPR10_13,8/25/2022,Evolution Media,Vanderpump Rules,9/12/2022,FEDEX DRIVE,This Lot was included on the redo of the VanderDrive 1
PL3258,INTAKE LOT_220825_VPR10_13,8/25/2022,Evolution Media,Vanderpump Rules,9/12/2022,FEDEX DRIVE,This Lot was included on the redo of the VanderDrive 1
PL3259,INTAKE LOT_220826_ATL_5,8/26/2022,Jupiter Entertainment,ATL Homicide,9/2/2022,HBIN_2231,
PL3314,INTAKE LOT_220829_PICKERS_1105,12/11/2022,Cineflix NY,American Pickers,2/17/2023,HBIN_2313,
PL3315,INTAKE LOT_220902_PICKERS_1106,12/12/2022,Cineflix NY,American Pickers,2/17/2023,HBIN_2314,
PL3275,INTAKE LOT_220906_ATL_6,9/2/2022,Jupiter Entertainment,ATL Homicide,10/5/2022,HBIN_2235,
PL3318,INTAKE LOT_220909_PICKERS_1107,1/1/2023,Cineflix NY,American Pickers,7/12/2023,HBIN_2335,
PL3278,INTAKE LOT_220910_VPR10_14,9/10/2022,Evolution Media,Vanderpump Rules,10/21/2022,HBIN_2238,
PL3281,INTAKE LOT_220913_ATL_7,9/29/2022,Jupiter Entertainment,ATL Homicide,10/6/2022,HBIN_2236,
PL3282,INTAKE LOT_221005_ATL_8,10/5/2022,Jupiter Entertainment,ATL Homicide,10/21/2022,HBIN_2237,
PL3283,INTAKE LOT_221006_VPR10_15,10/6/2022,Evolution Media,Vanderpump Rules,10/21/2022,HBIN_2238,
PL3284,INTAKE LOT_221010_VPR10_16,10/9/2022,Evolution Media,Vanderpump Rules,10/21/2022,HBIN_2238,
PL3285,INTAKE LOT_221011_VPR10_17,10/10/2022,Evolution Media,Vanderpump Rules,10/21/2022,HBIN_2238,
PL3288,INTAKE LOT_221017_VPR10_19,10/24/2022,Evolution Media,Vanderpump Rules,10/28/2022,HBIN_2240,
PL3289,INTAKE LOT_221019_VPR10_20,10/26/2022,Evolution Media,Vanderpump Rules,10/28/2022,HBIN_2240,
PL3286,INTAKE LOT_221020_VPR10_18,10/20/2022,Evolution Media,Vanderpump Rules,10/28/2022,HBIN_2240,
PL3287,INTAKE LOT_221021_ATL_9,10/20/2022,Jupiter Entertainment,ATL Homicide,11/11/2022,HBIN_2248,
PL3290,INTAKE LOT_221026_VPR10_21,10/26/2022,Evolution Media,Vanderpump Rules,11/11/2022,HBIN_2249,
PL3293,INTAKE LOT_221030_ATL_10,11/1/2022,Jupiter Entertainment,Homicide ATL,11/11/2022,HBIN_2248,
PL3291,INTAKE LOT_221030_VPRLATIN,10/31/2022,Evolution Media,Vanderpump Rules,10/31/2022,HBIN_2242,
PL3292,INTAKE LOT_221031_SHMV_1,11/1/2022,Truly Original,Summer House: Martha's Vineyard,11/28/2022,HBIN_2255,SENT AS SHMVC_07 to TROR
PL3294,INTAKE LOT_221102_PICKERS_1102,11/2/2022,Cineflix NY,American Pickers,11/5/2022,HBIN_2246,
PL3295,INTAKE LOT_221103_PICKERS_1103,11/3/2022,Cineflix NY,American Pickers,11/18/2022,HBIN_2251,
PL3301,INTAKE LOT_221103_VPR10_22,11/10/2022,Evolution Media,Vanderpump Rules,11/11/2022,HBIN_2249,
PL3297,INTAKE LOT_221104_SHMV_2,11/9/2022,Truly Original,Summer House: Martha's Vineyard,11/4/2022,HBIN_2244,
PL3300,INTAKE LOT_221110_ATL_11,11/10/2022,Jupiter Entertainment,Homicide ATL,12/2/2022,HBIN_2258,
PL3302,INTAKE LOT_221111_VPR10_23,11/10/2022,Evolution Media,Vanderpump Rules,11/18/2022,HBIN_2252,
PL3306,INTAKE LOT_221117_VPR10_24,11/17/2022,Evolution Media,Vanderpump Rules,12/6/2022,HBIN_2259,
PL3308,INTAKE LOT_221117_YOUNGVR_1,11/21/2022,Evolution Media,Vanderpump Rules,11/22/2022,HBIN_2245,
PL3307,INTAKE LOT_221121_SHMV_3,11/20/2022,Truly Original,Summer House: Martha's Vineyard,11/4/2022,HBIN_2245,
PL3311,INTAKE LOT_221201_ATL_12,12/1/2022,Jupiter Entertainment,ATL Homicide,1/5/2023,HBIN_2302,
PL3310,INTAKE LOT_221201_SHMV_4,12/1/2022,Truly Original,Summer House: Martha's Vineyard,11/11/2022,HBIN_2250,
PL3312,INTAKE LOT_221205_VPR_25,12/5/2022,Evolution Media,Vanderpump Rules,1/5/2023,HBIN_2303,
PL3313,INTAKE LOT_221208_SHMV_5,12/8/2022,Truly Original,Summer House: Martha's Vineyard,11/11/2022,HBIN_2250,
PL3316,INTAKE LOT_230101_SHMV_6,12/22/2022,Truly Original,Summer House: Martha's Vineyard,1/5/2023,HBIN_2304,
PL3317,INTAKE LOT_230101_VPR_26,12/29/2022,Evolution Media,Vanderpump Rules,1/19/2023,HBIN_2310,
PL3319,INTAKE LOT_230104_ATL_13,1/4/2023,Jupiter Entertainment,ATL Homicide,4/12/2023,HBIN_2330,
PL3320,INTAKE LOT_230104_SHMV_7,1/4/2023,Truly Original,Summer House: Martha's Vineyard,1/6/2023,HBIN_2305,
PL3321,INTAKE LOT_230106_SHMV_8,1/6/2023,Truly Original,Summer House: Martha's Vineyard,1/13/2023,HBIN_2309,
PL3324,INTAKE LOT_230113_SHMV_9,1/12/2023,Truly Original,Summer House: Martha's Vineyard,2/14/2023,HBIN_2314,
PL3325,INTAKE LOT_230119_VPR10_27,1/19/2023,Evolution Media,Vanderpump Rules,2/10/2023,HBIN_2311,
PL3326,INTAKE LOT_230207_SHMV_10,2/7/2023,Truly Original,Summer House: Martha's Vineyard,2/23/2023,HBIN_2316,
PL3327,INTAKE LOT_230208_VPR10_28,2/8/2023,Evolution Media,Vanderpump  Rules,2/22/2023,HBIN_2315,
PL3328,INTAKE LOT_230210_VPR10_29,2/9/2023,Evolution Media,Vanderpump Rules,2/28/2023,HBIN_2317,
PL3330,INTAKE LOT_230213_VPR10_30,2/23/2023,Evolution Media,Vanderpump Rules,3/7/2023,HBIN_2318,
PL3329,INTAKE LOT_230223_SHMV_11,2/22/2023,Truly Original,Summer House: Martha's Vineyard,3/14/2023,HBIN_2320,
PL3331,INTAKE LOT_230301_VPR10_31,2/28/2023,Evolution Media,Vanderpump Rules,3/9/2022,HBIN_2319,
PL3332,INTAKE LOT_230302_VPR10_32,3/1/2023,Evolution Media,Vanderpump Rules,3/17/2023,HBIN_2327,
PL3333,INTAKE LOT_230310_VPR10_33,3/9/2023,Evolution Media,Vanderpump Rules,3/31/2023,HBIN_2328,
PL3334,INTAKE LOT_230313_SHMV_12,3/13/2023,Truly Original,Summer House: Martha's Vineyard,4/26/2023,HBIN_2331,
PL3342,INTAKE LOT_230330_ATL_14,3/30/2023,Jupiter Entertainment,ATL Homicide,6/30/2023,HBIN_2334,
PL3341,INTAKE LOT_230330_VPR10_34,3/30/2023,Evolution Media,Vanderpump  Rules,4/11/2023,HBIN_2329,
PL3406,INTAKE LOT_230407_AP1205,12/7/2023,Cineflix NY,American Pickers,3/15/2024,HBIN_2424,
PL3406,INTAKE LOT_230407_AP1205,12/7/2023,Cineflix NY,American Pickers,3/15/2024,HBIN_2424,
PL3343,INTAKE LOT_230413_SHMV_13,4/13/2023,Truly Original,SUMMER HOUSE:Martha's Vineyard Season 1,10/13/2023,HBIN_2348,
PL3344,INTAKE LOT_230413_VPR10_35,4/13/2023,Evolution Media,Vanderpump Rules,4/26/2023,HBIN_2332,
PL3246,INTAKE LOT_230414,8/4/2022,Haus Internal,,8/4/2022,,
PL3356,INTAKE LOT_230428_VPR10_36,4/27/2023,Evolution Media,Vanderpump  Rules,5/5/2023,HBIN_2333,
PL3358,INTAKE LOT_230510_ATL_15/ Snapped 59,5/10/2023,Jupiter Entertainment,Snapped,7/21/2023,HBIN_2336,
PL3359,INTAKE LOT_230602_ATL_16 Snapped 60,6/1/2023,Jupiter Entertainment,Snapped,7/20/2023,HBIN_2337,
PL3360,INTAKE LOT_230608,6/8/2023,Haus Internal,,6/8/2023,,
PL3361,INTAKE LOT_230621,6/21/2023,Cineflix NY,American Pickers,11/10/2023,HBIN_2359,SENT AS AP12_02
PL3362,INTAKE LOT_230623_PICKERS_1109,6/22/2023,Cineflix NY,American Pickers,11/8/2023,HBIN_2357,
PL3363,INTAKE LOT_230629_Pickers_1201,6/28/2023,Cineflix NY,American Pickers,11/10/2023,HBIN_2358,
PL3364,INTAKE LOT_230703,6/29/2023,Cineflix NY,American Pickers,11/17/2023,HBIN_2364,
PL3366,INTAKE LOT_230710_Pickers_1108,7/6/2023,Cineflix NY,American Pickers,8/4/2023,HBIN_2338,Sent to American Pickers as AP1108
PL3367,INTAKE LOT_230720_PICKERS_1107,7/20/2023,Cineflix NY,American Pickers,7/12/2023,HBIN_2335,SENT TO PICKERS as 1107
PL3357,INTAKE LOT_230908_VPR11_1,5/3/2023,Evolution Media,Vanderpump Rules,9/15/2023,HBIN_2340,
PL3370,INTAKE LOT_230913_VPR11_02,9/13/2023,Evolution Media,Vanderpump Rules,9/22/2023,HBIN_2341,
PL3371,INTAKE LOT_230918_VPR11_3,9/17/2023,Evolution Media,Vanderpump  Rules,9/29/2023,HBIN_2343,
PL3372,INTAKE LOT_230925_VPR11_4,9/22/2023,Evolution Media,Vanderpump  Rules,10/6/2023,HBIN_2345,
PL3384,INTAKE LOT_231003_VPR11_6,10/1/2023,Evolution Media,Vanderpump Rules,10/24/2023,HBIN_2351,
PL3385,INTAKE LOT_231005_Snapped_17,10/5/2023,Jupiter Entertainment,Snapped,10/13/2023,HBIN_2349,
PL3386,INTAKE LOT_231009_Snapped_18,10/6/2023,Jupiter Entertainment,Snapped,11/17/2023,HBIN_2361,
PL3386,INTAKE LOT_231009_Snapped_18,10/6/2023,Jupiter Entertainment,Snapped,11/17/2023,HBIN_2361,
PL3388,INTAKE LOT_231016_SHMV2_03,10/13/2023,Truly Original,SUMMER HOUSE:Martha's Vineyard Season 2,10/20/2023,HBIN_2350,
PL3395,INTAKE LOT_231018_Snapped_19,10/31/2023,Jupiter Entertainment,Snapped,11/17/2023,HBIN_2362,
PL3391,INTAKE LOT_231020_SHMV2_04,10/20/2023,Truly Original,SUMMER HOUSE:Martha's Vineyard Season 2,11/3/2023,HBIN_2354,
PL3396,INTAKE LOT_231102_VPR11_9,11/2/2023,Evolution Media,Vanderpump Rules,11/7/2023,HBIN_2355,
PL3397,INTAKE LOT_231103_VPR11_10,11/2/2023,Evolution Media,Vanderpump Rules,11/7/2023,HBIN_2356,
PL3400,INTAKE LOT_231113_Snapped_20,11/11/2023,Jupiter Entertainment,Snapped,12/1/2023,HBIN_2367,
PL3403,INTAKE LOT_231120_Snapped_21,11/19/2023,Jupiter Entertainment,Snapped,12/8/2023,HBIN_2370,
PL3405,INTAKE LOT_231204_Snapped_22,12/1/2023,Jupiter Entertainment,Snapped,2/2/2024,HBIN_2405,
PL3408,INTAKE LOT_231209_PICKERS_1206,12/8/2023,Cineflix NY,American Pickers,3/15/2024,HBIN_2425,
PL3555,INTAKE LOT_231215_SHMV2_09,7/11/2024,Truly Original,SUMMER HOUSE:Martha's Vineyard Season 2,1/26/2024,HBIN_2403,
PL3381,INTAKE LOT_23231002_VPR11_5,9/29/2023,Evolution Media,Vanderpump Rules,10/13/2023,HBIN_2346,
PL3413,INTAKE LOT_240108_PICKERS,1/7/2024,Cineflix NY,American Pickers,3/15/2024,HBIN_2428,
PL3417,INTAKE LOT_240119_PICKERS,1/19/2024,Cineflix NY,American Pickers,3/15/2024,HBIN_2429,
PL3421,INTAKE LOT_240126_PICKERS,1/26/2024,Cineflix NY,American Pickers,,,
PL3425,INTAKE LOT_240203_VPR11_16,2/6/2024,Evolution Media,Vanderpump Rules,2/2/2024,HBIN_2407,
PL3632,INTAKE LOT_240206_VPR11_17,5/6/2025,Evolution Media,Vanderpump Rules,2/6/2024,HBIN_2409,
PL3428,INTAKE LOT_240207_SHMV2_11,2/9/2024,Truly Original,SUMMER HOUSE:Martha's Vineyard Season 2,2/9/2024,HBIN_2408,
PL3431,INTAKE LOT_240207_VPR11_18,2/15/2024,Evolution Media,Vanderpump Rules,2/16/2024,HBIN_2411,
PL3637,INTAKE LOT_240213_Snapped_24,6/25/2025,Jupiter Entertainment,Snapped,2/13/2024,HBIN_2415,
PL3430,INTAKE LOT_240214_SHMV2_12,2/14/2024,Truly Original,SUMMER HOUSE:Martha's Vineyard Season 2,2/16/2024,HBIN_2410,
PL3430,INTAKE LOT_240214_SHMV2_12,2/14/2024,Truly Original,SUMMER HOUSE:Martha's Vineyard Season 2,2/16/2024,HBIN_2410,
PL3432,INTAKE LOT_240219_Dramedy For Bravo,2/19/2024,Haus Internal,,,,
PL3439,INTAKE LOT_240219_SHMV_16,3/11/2024,Truly Original,SUMMER HOUSE:Martha's Vineyard Season 2,3/8/2024,HBIN_2421,Duplication of INTAKE LOT_240219_Dramedy For Bravo
PL3440,INTAKE LOT_240219_VPR11_22,3/11/2024,Evolution Media,Vanderpump Rules,3/8/2024,HBIN_2422,Duplicate of INTAKE LOT_240219_Dramedy For Bravo
PL3562,INTAKE LOT_240226_WouldBePickers01,8/8/2024,Haus Internal,,,,
PL3443,INTAKE LOT_240227_All Bravo,3/13/2024,Haus Internal,,,,
PL3434,INTAKE LOT_240227_SHMV_14,2/28/2024,Truly Original,SUMMER HOUSE:Martha's Vineyard Season 2,3/1/2024,HBIN_2417,
PL3437,INTAKE LOT_240227_SHMV2_15,3/6/2024,Truly Original,SUMMER HOUSE:Martha's Vineyard Season 2,3/9/2024,HBIN_2419,
PL3446,INTAKE LOT_240227_SHMV2_17,3/20/2024,Truly Original,SUMMER HOUSE:Martha's Vineyard Season 2,3/22/2024,HBIN_2432,
PL3444,INTAKE LOT_240227_SHMV2_17,3/15/2024,Truly Original,SUMMER HOUSE:Martha's Vineyard Season 2,3/15/2024,HBIN_2426,Dulplicate of INTAKE LOT_240227_ALL BRAVO
PL3433,INTAKE LOT_240227_Snapped_25,2/27/2024,Jupiter Entertainment,Snapped,3/1/2024,HBIN_2416,
PL3436,INTAKE LOT_240227_Snapped_26,3/5/2024,Jupiter Entertainment,Snapped,3/11/2024,HBIN_2423,
PL3435,INTAKE LOT_240227_VPR11_20,2/29/2024,Evolution Media,Vanderpump Rules,3/1/2024,HBIN_2418,
PL3438,INTAKE LOT_240227_VPR11_21,3/7/2024,Evolution Media,Vanderpump Rules,3/9/2024,HBIN_2420,
PL3445,INTAKE LOT_240227_VPR11_23,3/15/2024,Evolution Media,Vanderpump Rules,3/15/2024,HBIN_2427,
PL3452,INTAKE LOT_240311_ALL BRAVO,3/29/2024,Haus Internal,,,,
PL3442,INTAKE LOT_240311_Snapped 27,3/12/2024,Jupiter Entertainment,Snapped,3/15/2024,HBIN_2430,
PL3449,INTAKE LOT_240311_VPR11_24,3/22/2024,Evolution Media,Vanderpump Rules,3/22/2024,HBIN_2433,
PL3447,INTAKE LOT_240319_Snapped_28,3/21/2024,Jupiter Entertainment,Snapped,3/22/2024,HBIN_2431,
PL3450,INTAKE LOT_240325_Snapped_29,3/27/2024,Jupiter Entertainment,Snapped,3/29/2024,HBIN_2436,
PL3453,INTAKE LOT_240329_SHMV2_19,3/29/2024,Truly Original,SUMMER HOUSE:Martha's Vineyard Season 2,3/29/2024,HBIN_2434,
PL3455,INTAKE LOT_240402_Snapped_30,4/2/2024,Jupiter Entertainment,Snapped,4/5/2024,HBIN_2437,
PL3456,INTAKE LOT_240403_BRAVOLICIOUS,4/3/2024,Haus Internal,,,,
PL3457,INTAKE LOT_240403_Snapped_31,4/9/2024,Jupiter Entertainment,Snapped,4/12/2024,HBIN_2440,
PL3459,INTAKE LOT_240410_SHMV2_21,4/12/2024,Truly Original,SUMMER HOUSE:Martha's Vineyard Season 2,4/12/2024,HBIN_2441,Original lot BRAVOLICITY
PL3460,INTAKE LOT_240410_VPR11_27,4/12/2024,Evolution Media,Vanderpump Rules,4/12/2024,HBIN_2442,
PL3460,INTAKE LOT_240410_VPR11_27,4/12/2024,Evolution Media,Vanderpump Rules,4/12/2024,HBIN_2442,
PL3462,INTAKE LOT_240416_Snapped_32,4/18/2024,Jupiter Entertainment,Snapped,4/19/2024,HBIN_2445,
PL3461,INTAKE LOT_240417_BRAVO_Fun,4/17/2024,Haus Internal,Vanderpump Rules,,,
PL3463,INTAKE LOT_240423_Snapped_34,4/25/2024,Jupiter Entertainment,Snapped,5/3/2024,HBIN_2446,
PL3464,INTAKE LOT_240424_BRAVOCITY,4/29/2024,Evolution Media,Vanderpump  Rules,,,
PL3556,INTAKE LOT_240510_Snapped_35,7/12/2024,Jupiter Entertainment,Snapped,7/26/2024,HBIN_2449,
PL3541,INTAKE LOT_240520_SOCMED1,5/20/2024,Haus Internal,,,,
PL3565,INTAKE LOT_240521_SocMed2,9/3/2024,Haus Internal,,,,
PL3566,INTAKE LOT_240522_SocMed3,9/4/2024,Haus Internal,,,,
PL3558,INTAKE LOT_240720_BCLT,7/20/2024,Haus Internal,,,,
PL3560,INTAKE LOT_240727,7/27/2024,Haus Internal,,,,
PL3561,INTAKE LOT_240730,8/2/2024,Haus Internal,,,,
PL3563,INTAKE LOT_240816,8/16/2024,Haus Internal,,,,
PL3568,INTAKE LOT_240911_Snapped MEGA 1,9/12/2024,Jupiter Entertainment,Snapped,9/18/2024,HBIN_2450,
PL3569,INTAKE LOT_240916_Snapped 36,9/30/2024,Jupiter Entertainment,Snapped,10/11/2024,HBIN_2451,
PL3570,INTAKE LOT_241008_SocMed4,10/8/2024,Haus Internal,,,,
PL3571,INTAKE LOT_241021 Snapped 37,10/15/2024,Jupiter Entertainment,Snapped,1/17/2025,HBIN_2501,
PL3572,INTAKE LOT_241107_SocMed5,12/10/2024,Haus Internal,,,,
PL3573,INTAKE LOT_241210_ROCK,12/12/2024,Haus Internal,,,,
PL3576,INTAKE LOT_241217_ROCK,12/18/2024,Haus Internal,,,,
PL3574,INTAKE LOT_241217_Snapped 38,12/17/2024,Jupiter Entertainment,Snapped,1/17/2025,HBIN_2502,
PL3579,INTAKE LOT_241218_SocMed6,1/14/2025,Haus Internal,,,,
PL3578,INTAKE LOT_250115_ROCK,1/14/2025,Haus Internal,,,,
PL3580,INTAKE LOT_250115_SocMed7,1/15/2025,Haus Internal,,,,
PL3581,INTAKE LOT_250116_ROCK,1/15/2025,Haus Internal,,,,
PL3582,INTAKE LOT_250117_Snapped_39,1/17/2025,Jupiter Entertainment,Snapped,3/7/2025,HBIN_2503,
PL3583,INTAKE LOT_250121_Snapped_40,1/21/2025,Jupiter Entertainment,Snapped,9/2/2025,HBIN_2562,
PL3587,INTAKE LOT_250122_ROCK,1/22/2025,Haus Internal,,,,
PL3588,INTAKE LOT_250128_ROCK,1/28/2025,Haus Internal,,,,
PL3589,INTAKE LOT_250211_ROCK,1/29/2025,Haus Internal,,,,
PL3591,INTAKE LOT_250211_Snapped_41,3/12/2025,Jupiter Entertainment,Snapped,9/19/2025,HBIN_2566,
PL3590,INTAKE LOT_250213_ROCK,2/12/2025,Haus Internal,,,,
PL3592,INTAKE LOT_250312_Snapped_42,3/12/2025,Jupiter Entertainment,Snapped,9/30/2025,HBIN_2567,
PL3593,INTAKE LOT_250318_SOCMED,3/12/2025,Haus Internal,,,,
PL3594,INTAKE LOT_250319_SOCMED,3/19/2025,Haus Internal,,,,
PL3631,INTAKE LOT_250410_SOCMED,4/9/2025,Haus Internal,,,,
PL3633,INTAKE LOT_250507_SOCMED,5/7/2025,Haus Internal,,,,
PL3634,INTAKE LOT_250514_SOCMED,5/14/2025,Haus Internal,,,,
PL3635,INTAKE LOT_250527_PICKERS_ORGAN,5/27/2025,Cineflix NY,American Pickers,,,
PL3638,INTAKE LOT_250724_BRAVO 1,7/24/2025,Haus Internal,,,,
PL3639,INTAKE LOT_250724_BRAVO 2,7/24/2025,Haus Internal,,,,
PL3640,INTAKE LOT_250724_BRAVO 3,7/24/2025,Haus Internal,,,,
PL3641,INTAKE LOT_250725_BRAVO 4,7/25/2025,Haus Internal,,,,
PL3681,INTAKE LOT_250725_BRAVO 4,11/12/2025,Haus Internal,,,,
PL3659,INTAKE LOT_250805_SOHO4_01_EX,8/8/2025,Haymaker East,Southern Hospitality Season 4,8/8/2025,HBIN_2555,NOT IN SA UNTIL AFTER SEASON AIRS Late 2026
PL3660,INTAKE LOT_250805_SOHO4_02_EX,8/8/2025,Haymaker East,Southern Hospitality Season 4,8/14/2025,HBIN_2556,
PL3665,INTAKE LOT_250819_SOHO4_04_TENSION (EX),8/19/2025,Haymaker East,Southern Hospitality Season 4,8/20/2025,HBIN_2559,
PL3630,INTAKE LOT_250827_Snapped,4/2/2025,Jupiter Entertainment,Snapped,10/24/2025,HBIN_2570,
PL3630,INTAKE LOT_250827_Snapped,4/2/2025,Jupiter Entertainment,Snapped,10/24/2025,HBIN_2570,
PL3668,INTAKE LOT_250904_SOHO4 Lifestyle,9/4/2025,Haymaker East,Southern Hospitality Season 4,9/5/2025,HBIN_2563,
PL3670,INTAKE LOT_250906,9/6/2025,Haus Internal,,,,
PL3669,INTAKE LOT_250908_Snapped,9/6/2025,Jupiter Entertainment,Snapped,10/24/2025,HBIN_2571,Snapped 44
PL3669,INTAKE LOT_250908_Snapped,9/6/2025,Jupiter Entertainment,Snapped,10/24/2025,HBIN_2571,
PL3671,INTAKE LOT_250911_SOHO4_08 EDM (EX),9/11/2025,Haymaker East,Southern Hospitality Season 4,9/12/2025,HBIN_2564,
